id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,distance
id1040444,2,1/7/16 17:01,1/7/16 17:13,4,-73.9769516,40.75202179,-74.00121307,40.75161362,N,721,1.270188876
id1674996,1,5/13/16 12:32,5/13/16 12:40,1,-74.00180054,40.72613525,-74.00715637,40.74080658,N,512,1.051759568
id1965939,1,5/24/16 12:16,5/24/16 12:28,1,-73.99409485,40.7615509,-73.9806366,40.78963852,N,720,2.064471785
id0442192,1,4/10/16 16:07,4/10/16 16:10,1,-74.00632477,40.73339081,-74.00000763,40.74325562,N,174,0.757588425
id0515898,2,5/21/16 17:38,5/21/16 17:46,1,-74.00257111,40.73931122,-73.99188232,40.74499893,N,478,0.683759585
id1182327,2,2/29/16 11:22,2/29/16 11:35,1,-73.94830322,40.77443695,-73.96370697,40.75548553,N,788,1.537646437
id3913101,1,6/25/16 22:05,6/25/16 22:22,2,-74.00141144,40.76143265,-73.92462921,40.86402893,N,1003,8.146882596
id1680350,1,3/18/16 20:56,3/18/16 20:59,1,-74.00298309,40.72331238,-74.0015564,40.72882462,N,215,0.38811624
id0913838,2,2/3/16 16:22,2/3/16 16:37,5,-73.97833252,40.75407028,-73.95973206,40.77275848,N,870,1.617029768
id3896508,2,6/7/16 22:32,6/7/16 22:46,1,-73.86338043,40.76988983,-73.83712769,40.72135925,N,814,3.623816824
id2846400,2,3/16/16 20:13,3/16/16 20:23,1,-73.99725342,40.71796036,-73.99925232,40.73001862,N,637,0.839694362
id1510700,2,2/20/16 21:58,2/20/16 21:59,1,-73.95839691,40.77262878,-73.95513153,40.7742424,N,57,0.204016494
id0813128,2,2/20/16 18:57,2/20/16 19:07,2,-73.99120331,40.74955368,-73.97919464,40.74630737,N,589,0.667405118
id1158195,1,3/24/16 17:58,3/24/16 18:36,1,-73.99232483,40.73072052,-73.87250519,40.77449799,N,2275,6.962750123
id0959273,1,3/20/16 23:16,3/20/16 23:27,1,-73.9888382,40.76890182,-73.95553589,40.77174377,N,647,1.753627663
id0739660,1,5/16/16 13:07,5/16/16 13:34,3,-73.96472168,40.80660629,-73.98457336,40.76067734,N,1628,3.339009033
id3769871,1,6/17/16 17:32,6/17/16 18:11,1,-73.94314575,40.78963089,-73.98947906,40.76276398,N,2337,3.053350127
id1818021,1,3/23/16 0:34,3/23/16 0:45,1,-74.01116943,40.70360565,-74.00569153,40.74135971,N,674,2.624277581
id0982165,2,4/12/16 21:29,4/12/16 21:49,1,-73.98031616,40.7588501,-74.01013947,40.70508194,N,1190,4.029829233
id1519515,2,6/11/16 12:52,6/11/16 13:12,1,-73.95049286,40.77126694,-74.00124359,40.74649048,N,1191,3.159951439
id1082443,2,2/25/16 14:56,2/25/16 15:09,1,-73.98712158,40.76847458,-73.97582245,40.75971222,N,785,0.846269155
id2934884,2,1/7/16 19:32,1/7/16 19:40,1,-73.98638916,40.75661469,-73.99979401,40.76163101,N,520,0.782495595
id1205949,1,6/5/16 18:43,6/5/16 18:46,1,-73.96260834,40.75882721,-73.95419312,40.76405334,N,218,0.569506929
id2592310,2,6/13/16 7:20,6/13/16 7:24,1,-73.99041748,40.75688171,-73.98197937,40.75999069,N,222,0.491089671
id0883711,1,1/16/16 21:22,1/16/16 21:42,1,-73.99363708,40.7342186,-73.96146393,40.76929855,N,1204,2.951366396
id0283075,1,4/6/16 23:42,4/7/16 0:12,1,-73.78247833,40.64464569,-73.98112488,40.72088623,N,1782,11.66530418
id2107497,1,5/13/16 20:46,5/13/16 21:06,2,-74.01395416,40.7128334,-73.99755096,40.7180748,N,1174,0.932248885
id2090852,2,1/28/16 11:25,1/28/16 11:30,1,-73.96882629,40.75419617,-73.97275543,40.74661255,N,336,0.562893143
id1297351,2,6/24/16 14:24,6/24/16 14:32,1,-74.00328827,40.72697067,-73.99330139,40.73912048,N,470,0.988993311
id0667605,2,5/27/16 16:17,5/27/16 16:23,1,-73.99105835,40.73957062,-74.00610352,40.73455048,N,346,0.860648257
id1476107,1,5/22/16 15:41,5/22/16 15:48,1,-73.9668808,40.78868103,-73.96282196,40.77572632,N,419,0.919927664
id0673727,2,5/18/16 19:15,5/18/16 19:44,1,-73.96167755,40.77596664,-73.85739136,40.733284,N,1762,6.203988701
id2030290,1,3/31/16 11:33,3/31/16 12:12,3,-73.86431885,40.7698288,-73.98586273,40.760952,N,2341,6.389962375
id3770790,1,2/13/16 13:12,2/13/16 13:19,1,-73.99223328,40.74428177,-74.00823212,40.74882507,N,406,0.894365283
id3025098,2,1/20/16 19:21,1/20/16 19:31,1,-73.97698212,40.75030136,-73.99912262,40.73950958,N,596,1.378121266
id3333094,2,6/2/16 23:34,6/2/16 23:41,1,-73.97346497,40.75522995,-73.97736359,40.74282074,N,435,0.881343981
id2228940,1,2/4/16 13:22,2/4/16 13:40,1,-73.98186493,40.7587738,-73.97022247,40.78414154,N,1108,1.855593884
id2102594,1,3/30/16 16:14,3/30/16 17:01,1,-73.7898407,40.6435585,-73.97066498,40.68727875,N,2824,9.946651364
