id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,distance
id1040444,2,1/7/16 17:01,1/7/16 17:13,4,-73.9769516,40.75202179,-74.00121307,40.75161362,N,721,1.270188876
id1674996,1,5/13/16 12:32,5/13/16 12:40,1,-74.00180054,40.72613525,-74.00715637,40.74080658,N,512,1.051759568
id1965939,1,5/24/16 12:16,5/24/16 12:28,1,-73.99409485,40.7615509,-73.9806366,40.78963852,N,720,2.064471785
id0442192,1,4/10/16 16:07,4/10/16 16:10,1,-74.00632477,40.73339081,-74.00000763,40.74325562,N,174,0.757588425
id0515898,2,5/21/16 17:38,5/21/16 17:46,1,-74.00257111,40.73931122,-73.99188232,40.74499893,N,478,0.683759585
id1182327,2,2/29/16 11:22,2/29/16 11:35,1,-73.94830322,40.77443695,-73.96370697,40.75548553,N,788,1.537646437
id3913101,1,6/25/16 22:05,6/25/16 22:22,2,-74.00141144,40.76143265,-73.92462921,40.86402893,N,1003,8.146882596
id1680350,1,3/18/16 20:56,3/18/16 20:59,1,-74.00298309,40.72331238,-74.0015564,40.72882462,N,215,0.38811624
id0913838,2,2/3/16 16:22,2/3/16 16:37,5,-73.97833252,40.75407028,-73.95973206,40.77275848,N,870,1.617029768
id3896508,2,6/7/16 22:32,6/7/16 22:46,1,-73.86338043,40.76988983,-73.83712769,40.72135925,N,814,3.623816824
id2846400,2,3/16/16 20:13,3/16/16 20:23,1,-73.99725342,40.71796036,-73.99925232,40.73001862,N,637,0.839694362
id1510700,2,2/20/16 21:58,2/20/16 21:59,1,-73.95839691,40.77262878,-73.95513153,40.7742424,N,57,0.204016494
id0813128,2,2/20/16 18:57,2/20/16 19:07,2,-73.99120331,40.74955368,-73.97919464,40.74630737,N,589,0.667405118
id1158195,1,3/24/16 17:58,3/24/16 18:36,1,-73.99232483,40.73072052,-73.87250519,40.77449799,N,2275,6.962750123
id0959273,1,3/20/16 23:16,3/20/16 23:27,1,-73.9888382,40.76890182,-73.95553589,40.77174377,N,647,1.753627663
id0739660,1,5/16/16 13:07,5/16/16 13:34,3,-73.96472168,40.80660629,-73.98457336,40.76067734,N,1628,3.339009033
id3769871,1,6/17/16 17:32,6/17/16 18:11,1,-73.94314575,40.78963089,-73.98947906,40.76276398,N,2337,3.053350127
id1818021,1,3/23/16 0:34,3/23/16 0:45,1,-74.01116943,40.70360565,-74.00569153,40.74135971,N,674,2.624277581
id0982165,2,4/12/16 21:29,4/12/16 21:49,1,-73.98031616,40.7588501,-74.01013947,40.70508194,N,1190,4.029829233
id1519515,2,6/11/16 12:52,6/11/16 13:12,1,-73.95049286,40.77126694,-74.00124359,40.74649048,N,1191,3.159951439
id1082443,2,2/25/16 14:56,2/25/16 15:09,1,-73.98712158,40.76847458,-73.97582245,40.75971222,N,785,0.846269155
id2934884,2,1/7/16 19:32,1/7/16 19:40,1,-73.98638916,40.75661469,-73.99979401,40.76163101,N,520,0.782495595
id1205949,1,6/5/16 18:43,6/5/16 18:46,1,-73.96260834,40.75882721,-73.95419312,40.76405334,N,218,0.569506929
id2592310,2,6/13/16 7:20,6/13/16 7:24,1,-73.99041748,40.75688171,-73.98197937,40.75999069,N,222,0.491089671
id0883711,1,1/16/16 21:22,1/16/16 21:42,1,-73.99363708,40.7342186,-73.96146393,40.76929855,N,1204,2.951366396
id0283075,1,4/6/16 23:42,4/7/16 0:12,1,-73.78247833,40.64464569,-73.98112488,40.72088623,N,1782,11.66530418
id2107497,1,5/13/16 20:46,5/13/16 21:06,2,-74.01395416,40.7128334,-73.99755096,40.7180748,N,1174,0.932248885
id2090852,2,1/28/16 11:25,1/28/16 11:30,1,-73.96882629,40.75419617,-73.97275543,40.74661255,N,336,0.562893143
id1297351,2,6/24/16 14:24,6/24/16 14:32,1,-74.00328827,40.72697067,-73.99330139,40.73912048,N,470,0.988993311
id0667605,2,5/27/16 16:17,5/27/16 16:23,1,-73.99105835,40.73957062,-74.00610352,40.73455048,N,346,0.860648257
id1476107,1,5/22/16 15:41,5/22/16 15:48,1,-73.9668808,40.78868103,-73.96282196,40.77572632,N,419,0.919927664
id0673727,2,5/18/16 19:15,5/18/16 19:44,1,-73.96167755,40.77596664,-73.85739136,40.733284,N,1762,6.203988701
id2030290,1,3/31/16 11:33,3/31/16 12:12,3,-73.86431885,40.7698288,-73.98586273,40.760952,N,2341,6.389962375
id3770790,1,2/13/16 13:12,2/13/16 13:19,1,-73.99223328,40.74428177,-74.00823212,40.74882507,N,406,0.894365283
id3025098,2,1/20/16 19:21,1/20/16 19:31,1,-73.97698212,40.75030136,-73.99912262,40.73950958,N,596,1.378121266
id3333094,2,6/2/16 23:34,6/2/16 23:41,1,-73.97346497,40.75522995,-73.97736359,40.74282074,N,435,0.881343981
id2228940,1,2/4/16 13:22,2/4/16 13:40,1,-73.98186493,40.7587738,-73.97022247,40.78414154,N,1108,1.855593884
id2102594,1,3/30/16 16:14,3/30/16 17:01,1,-73.7898407,40.6435585,-73.97066498,40.68727875,N,2824,9.946651364
id0010677,1,4/29/16 10:40,4/29/16 10:53,2,-73.99197388,40.74999619,-73.97788239,40.75489426,N,769,0.811495212
id3194108,1,6/1/16 11:48,6/1/16 12:19,1,-74.00502777,40.74645233,-73.97200775,40.74578094,N,1826,1.729079801
id2063827,1,5/18/16 21:09,5/18/16 21:18,1,-73.98141479,40.75673294,-73.9705658,40.75569534,N,593,0.572320116
id0105610,1,2/19/16 20:01,2/19/16 20:35,3,-73.78971863,40.64370728,-73.97869873,40.75034332,N,2065,12.34046349
id3502065,1,3/15/16 21:03,3/15/16 21:14,1,-73.97401428,40.75715256,-73.94973755,40.77709198,N,653,1.873999684
id3508035,2,6/6/16 20:13,6/6/16 20:45,6,-73.78813171,40.64146042,-73.97177124,40.74940872,N,1884,12.172713
id3236276,2,1/27/16 8:07,1/27/16 8:24,1,-73.95603943,40.76760864,-73.96820068,40.78668976,N,989,1.46389509
id3277902,1,4/9/16 15:04,4/9/16 15:11,1,-73.97316742,40.75569916,-73.98865509,40.7369957,N,419,1.52553287
id2335059,1,5/27/16 11:10,5/27/16 11:26,4,-73.97580719,40.76062775,-73.98778534,40.75492096,N,962,0.740588267
id2300865,1,5/10/16 10:31,5/10/16 10:35,1,-73.96588135,40.76284027,-73.96099091,40.77087402,N,243,0.611231586
id3962434,2,1/10/16 8:45,1/10/16 8:51,2,-73.98927307,40.7564888,-74.00279999,40.76050186,N,373,0.76030763
id2677672,1,2/18/16 17:47,2/18/16 17:54,2,-73.945755,40.77368164,-73.95343018,40.78107834,N,384,0.649959012
id0589360,1,5/22/16 17:34,5/22/16 18:20,1,-73.86367798,40.76977158,-74.00721741,40.70489502,N,2753,8.750050091
id0970832,1,3/12/16 20:39,3/12/16 21:05,1,-74.00824738,40.7473526,-73.97944641,40.71875,N,1561,2.485826698
id0694434,1,1/26/16 23:40,1/26/16 23:48,1,-74.00679779,40.70607376,-73.97402191,40.74407578,N,505,3.13681991
id3729136,2,1/30/16 15:15,1/30/16 15:30,2,-73.97727203,40.75735092,-74.00243378,40.7344017,N,900,2.061319998
id2358953,2,6/27/16 0:31,6/27/16 1:06,1,-73.87081909,40.77373886,-73.85749817,41.01781082,N,2116,16.87808862
id0935429,1,5/2/16 6:58,5/2/16 7:08,1,-73.9990921,40.74549103,-73.9785614,40.76232529,N,611,1.583534384
id3056417,2,4/11/16 14:18,4/11/16 14:34,1,-73.98435974,40.74271011,-73.98774719,40.75188828,N,972,0.65847351
id1152886,2,1/21/16 14:34,1/21/16 14:44,1,-73.96167755,40.7711792,-73.95211029,40.78435898,N,604,1.039145331
id1796723,1,2/9/16 15:54,2/9/16 16:04,1,-73.99385834,40.73579788,-73.99462128,40.75046158,N,594,1.013950683
id0045014,1,4/20/16 20:29,4/20/16 20:39,1,-73.95012665,40.78008652,-73.96282959,40.76268387,N,574,1.373898874
id2648478,1,1/18/16 11:13,1/18/16 11:18,1,-73.95157623,40.76646805,-73.96021271,40.76054001,N,297,0.609946266
id0702030,1,1/7/16 23:24,1/7/16 23:26,1,-73.9992981,40.74953461,-74.00536346,40.74351883,N,101,0.523036762
id3024438,2,6/10/16 22:24,6/10/16 22:41,1,-73.95372009,40.77529526,-73.99119568,40.72631836,N,1041,3.911390337
id2146569,2,6/23/16 22:17,6/23/16 22:21,1,-73.97679901,40.74995041,-73.98156738,40.7457695,N,212,0.381767498
id2307151,1,2/7/16 18:08,2/7/16 18:15,1,-73.96195221,40.80044556,-73.97841644,40.78279114,N,422,1.49320355
id2049424,2,3/2/16 20:15,3/2/16 20:37,1,-73.96389008,40.77365112,-74.00511169,40.75149155,N,1356,2.645353069
id2209089,1,2/24/16 22:56,2/24/16 23:03,1,-74.00691223,40.73036194,-74.0059433,40.72706985,N,416,0.233050449
id0391524,1,4/6/16 12:14,4/6/16 12:33,1,-73.97864532,40.74803543,-73.97013092,40.76273727,N,1118,1.10924937
id2681033,1,6/17/16 10:01,6/17/16 10:16,1,-73.97682953,40.78821182,-73.98374939,40.76253128,N,874,1.81091787
id2040275,1,6/16/16 20:31,6/16/16 20:36,1,-73.93694305,40.79823303,-73.94638062,40.78088379,N,321,1.296400885
id0073842,2,3/30/16 23:49,3/30/16 23:56,1,-73.99005127,40.73801041,-73.99093628,40.72521591,N,400,0.885228125
id3942339,1,1/5/16 17:58,1/5/16 18:13,1,-73.97882843,40.7528038,-73.99103546,40.75041962,N,934,0.659827218
id2991616,2,3/19/16 19:51,3/19/16 20:04,3,-73.98356628,40.75556183,-73.98236847,40.76696014,N,773,0.790038007
id1047459,2,1/22/16 17:31,1/22/16 17:37,3,-73.98841095,40.75896072,-73.99189758,40.77069092,N,337,0.830762725
id1737558,1,5/18/16 19:08,5/18/16 19:12,1,-73.9602356,40.76222992,-73.95059204,40.77531433,N,234,1.035348643
id2135557,2,5/25/16 13:19,5/25/16 13:27,5,-73.97028351,40.76483154,-73.95757294,40.78247833,N,474,1.388866021
id0659170,2,3/26/16 13:07,3/26/16 13:29,1,-73.96865845,40.76450729,-73.87283325,40.77145386,N,1314,5.03730928
id1125774,1,1/19/16 22:20,1/19/16 22:28,2,-73.99453735,40.74023438,-73.97618866,40.76259232,N,482,1.818990306
id1886740,1,5/29/16 0:15,5/29/16 0:24,1,-73.98511505,40.76872635,-73.95166779,40.77443314,N,566,1.794018446
id1982306,2,2/10/16 21:06,2/10/16 21:09,2,-73.98493958,40.75185776,-73.9835434,40.74433517,N,189,0.524873524
id2684106,2,2/26/16 20:59,2/26/16 21:14,2,-74.00100708,40.73178101,-73.9871521,40.77100372,N,913,2.805379115
id0038484,2,3/9/16 13:41,3/9/16 13:53,2,-73.97285461,40.76440048,-73.97180939,40.75788879,N,736,0.453227355
id1734208,2,4/11/16 10:44,4/11/16 10:56,6,-73.99707794,40.72063828,-73.99963379,40.74583817,N,714,1.746278713
id0561467,1,2/9/16 6:58,2/9/16 7:12,1,-73.97254944,40.79401779,-73.95405579,40.7663002,N,815,2.145646267
id3092788,2,3/3/16 22:01,3/3/16 22:17,2,-73.98477173,40.71057129,-73.9894104,40.73014832,N,972,1.37427993
id1741519,2,3/26/16 14:47,3/26/16 14:53,1,-73.98478699,40.74301529,-73.99360657,40.73528671,N,318,0.705925159
id1330402,2,5/22/16 18:06,5/22/16 18:16,1,-73.99182129,40.75007629,-73.97105408,40.75669861,N,625,1.179335869
id2505596,2,5/28/16 22:53,5/28/16 23:07,1,-73.98498535,40.74858093,-73.98127747,40.76911545,N,859,1.432007601
id1630509,2,3/16/16 5:42,3/16/16 5:45,2,-73.9936676,40.74187851,-73.98458862,40.75429916,N,141,0.980981716
id0512853,1,5/28/16 17:40,5/28/16 17:56,1,-73.96956635,40.76916504,-73.98652649,40.73033524,N,983,2.825939167
id3089912,2,6/13/16 13:22,6/13/16 13:31,2,-73.98995972,40.74108124,-73.97696686,40.74745178,N,565,0.810143551
id1137965,1,5/16/16 15:02,5/16/16 15:08,1,-73.98913574,40.7750206,-73.98181915,40.76605988,N,351,0.727937032
id3677225,2,1/9/16 15:07,1/9/16 15:12,1,-73.96788025,40.7598114,-73.9538269,40.77888107,N,342,1.508911262
id0401226,1,5/26/16 6:37,5/26/16 6:52,4,-74.00670624,40.70555496,-73.99169159,40.74972153,N,909,3.151257024
id2452605,2,5/22/16 22:42,5/22/16 22:46,1,-73.99626923,40.74985123,-73.99476624,40.73648071,N,227,0.927158068
id3618302,2,4/19/16 9:27,4/19/16 9:45,6,-73.98731995,40.75064087,-73.98928833,40.76940536,N,1078,1.300587165
id1552358,2,4/1/16 7:55,4/1/16 8:10,1,-73.97543335,40.75213242,-73.99078369,40.75094223,N,900,0.807656809
id1168234,1,2/1/16 18:02,2/1/16 18:13,1,-74.00020599,40.73784637,-74.00031281,40.72286606,N,631,1.035054561
id2910320,2,4/20/16 7:33,4/20/16 7:56,1,-73.95545959,40.76730728,-73.98899841,40.69316864,N,1385,5.415118418
id3331830,1,4/12/16 9:21,4/12/16 9:35,1,-73.96486664,40.75579071,-73.97580719,40.75735474,N,869,0.582709117
id0195963,2,6/19/16 18:39,6/19/16 18:48,1,-73.99916077,40.74436951,-73.9887085,40.75870132,N,574,1.131311056
id0762989,2,3/17/16 8:24,3/17/16 8:26,1,-73.97761536,40.76357269,-73.97257233,40.76595688,N,104,0.311100418
id2671060,2,4/7/16 8:44,4/7/16 8:51,1,-73.95311737,40.77180099,-73.94792175,40.78314972,N,418,0.829905827
id3620795,1,1/1/16 10:45,1/1/16 10:51,1,-74.0016098,40.74081039,-73.99622345,40.72590256,N,383,1.067938546
id2282206,1,1/4/16 16:32,1/4/16 16:51,2,-73.96218109,40.81072617,-73.9948349,40.75281143,N,1117,4.350943584
id0591292,1,6/9/16 18:43,6/9/16 19:07,1,-73.98696899,40.74285126,-73.99428558,40.76135635,N,1447,1.334698089
id0906779,1,4/19/16 8:31,4/19/16 9:14,2,-73.97155762,40.75062943,-73.95262909,40.63159561,N,2543,8.284009806
id2326430,2,6/10/16 22:06,6/10/16 22:23,1,-73.95687866,40.77487183,-73.93650818,40.85718536,N,981,5.786205979
id3863815,2,3/14/16 4:24,3/14/16 4:37,3,-73.94435883,40.71448898,-73.91053009,40.70949173,N,755,1.805029828
id3048297,2,4/6/16 8:53,4/6/16 9:14,1,-73.97279358,40.75559616,-73.87312317,40.77445602,N,1257,5.376151474
id3649509,1,4/2/16 14:46,4/2/16 15:06,2,-74.00554657,40.70926285,-73.97014618,40.76274109,N,1221,4.133741783
id1783063,2,4/6/16 12:24,4/6/16 12:40,2,-73.98464966,40.74597931,-73.97737885,40.75965118,N,940,1.018410197
id3363012,2,4/12/16 20:22,4/12/16 20:24,1,-73.96196747,40.77008057,-73.96077728,40.77505112,N,126,0.349032658
id0514638,1,2/10/16 8:36,2/10/16 8:42,1,-73.96942139,40.80003357,-73.9681778,40.79170227,N,350,0.579300832
id0627115,2,2/26/16 16:10,2/26/16 16:23,1,-73.98262787,40.76211166,-73.99337006,40.74748993,N,737,1.156175103
id3141299,2,1/14/16 12:25,1/14/16 12:37,3,-73.99577332,40.74256897,-74.00809479,40.72277069,N,690,1.512412869
id2003497,1,4/15/16 11:58,4/15/16 12:09,2,-74.00007629,40.74829865,-73.98988342,40.73796463,N,671,0.891357162
id3748197,1,2/7/16 23:17,2/7/16 23:25,1,-73.9991684,40.73423386,-73.98209381,40.74027634,N,463,0.986590791
id2983261,1,4/15/16 14:41,4/15/16 14:47,1,-74.01425171,40.71391296,-74.00462341,40.7053833,N,367,0.775641504
id0485870,2,6/19/16 20:23,6/19/16 20:29,1,-73.99089813,40.75066376,-73.99321747,40.73419952,N,369,1.144030117
id0835694,1,1/15/16 19:25,1/15/16 19:31,1,-73.97510529,40.75569153,-73.9855957,40.74747467,N,402,0.789816357
id3426410,2,2/18/16 9:27,2/18/16 9:45,5,-73.96743774,40.75934982,-74.01268768,40.70161057,N,1093,4.639869294
id3673678,2,1/31/16 13:52,1/31/16 14:03,1,-73.97599792,40.75113678,-74.00185394,40.73522949,N,657,1.743556377
id2460349,1,1/7/16 15:40,1/7/16 15:49,2,-73.9789505,40.75093079,-73.96439362,40.75496292,N,530,0.811248873
id3198639,1,6/5/16 3:02,6/5/16 3:14,1,-73.97978973,40.78126526,-73.94087982,40.82322311,N,733,3.541985933
id1872601,2,5/31/16 19:16,5/31/16 19:27,2,-73.98686218,40.7509613,-74.00537872,40.74002838,N,699,1.228862564
id0125957,1,6/14/16 21:16,6/14/16 21:21,2,-73.96701813,40.75300598,-73.95162964,40.76935959,N,294,1.387552795
id3526986,2,2/23/16 13:28,2/23/16 13:40,1,-73.97038269,40.76499176,-73.94966888,40.76845932,N,661,1.110105835
id3170873,1,6/30/16 21:35,6/30/16 21:46,1,-74.00243378,40.7171669,-73.98596954,40.72674942,N,652,1.087040118
id1674373,2,2/15/16 17:52,2/15/16 18:02,5,-74.00749969,40.74095154,-74.01664734,40.70491028,N,586,2.53586211
id2973697,2,4/7/16 22:52,4/7/16 23:10,2,-73.99538422,40.7492981,-73.98932648,40.71814728,N,1057,2.175555676
id1592044,1,1/29/16 11:23,1/29/16 11:33,1,-73.98667908,40.72584915,-73.99746704,40.7351532,N,580,0.855741395
id3899813,2,6/1/16 20:15,6/1/16 20:34,5,-73.98002625,40.76596832,-73.99120331,40.75035095,N,1151,1.227414606
id2075052,1,4/9/16 9:09,4/9/16 9:20,1,-73.95449829,40.76680756,-73.98778534,40.7208786,N,660,3.620311845
id3707411,1,1/3/16 2:03,1/3/16 2:17,1,-74.00772858,40.74060822,-73.98351288,40.73720932,N,803,1.289294386
id1608545,1,4/14/16 8:31,4/14/16 9:03,1,-74.00679779,40.73107147,-73.97496033,40.75846863,N,1954,2.522066691
id3517425,2,1/16/16 20:34,1/16/16 20:51,6,-73.98092651,40.75524139,-74.00455475,40.7296524,N,1030,2.157744402
id3942917,1,4/29/16 14:18,4/29/16 15:05,4,-73.86277771,40.76931381,-73.98612976,40.74858093,N,2817,6.612732575
id2000923,2,3/29/16 6:07,3/29/16 6:09,5,-73.98786926,40.76509857,-73.99360657,40.75894928,N,85,0.520259437
id3564028,1,1/2/16 1:16,1/2/16 1:19,1,-73.95413208,40.77478409,-73.94741821,40.77963257,N,194,0.485406773
id1233453,1,2/5/16 17:28,2/5/16 17:30,1,-73.9720993,40.78220749,-73.96451569,40.77754974,N,116,0.510874421
id1372674,2,5/22/16 13:08,5/22/16 13:21,1,-73.97821045,40.77716064,-73.95762634,40.77454758,N,806,1.092036592
id2806146,2,5/28/16 21:31,5/28/16 21:41,1,-73.98357391,40.73841858,-74.00548553,40.73955917,N,599,1.149806796
id1832737,2,3/6/16 10:53,3/6/16 10:59,1,-73.98471069,40.76018143,-73.97956085,40.75270462,N,364,0.582683235
id1489766,2,5/31/16 19:53,5/31/16 20:00,1,-73.98989105,40.74715805,-73.97494507,40.741745,N,433,0.86717676
id3308765,2,5/17/16 18:00,5/17/16 18:10,4,-73.86347198,40.76981735,-73.87153625,40.76310349,N,598,0.627114211
id1935437,2,4/24/16 9:09,4/24/16 9:37,1,-73.9758606,40.7572403,-74.17759705,40.69094849,N,1665,11.51380206
id2059551,2,4/1/16 9:28,4/1/16 9:42,1,-73.95665741,40.78076935,-73.96964264,40.80010223,N,838,1.498564284
id2433939,1,5/16/16 13:05,5/16/16 13:33,3,-73.87300873,40.77412033,-73.97607422,40.74991226,N,1699,5.647138484
id2677357,2,2/15/16 16:36,2/15/16 16:41,2,-73.97163391,40.78196335,-73.98168945,40.77899551,N,331,0.564643435
